condition,session_id,first_offer,final_price,deal_made
anchor_mid,251,65,104,True
anchor_mid,252,65,96.4,True
anchor_mid,253,65,104.0,True
anchor_mid,254,67,104,True
anchor_mid,255,65,104,True
anchor_mid,256,65,106.4,True
anchor_mid,257,65,104,True
anchor_mid,258,65,104.0,True
anchor_mid,259,65,104.0,True
anchor_mid,260,65,104.0,True
anchor_mid,261,67,110.0,True
anchor_mid,262,65,104.0,True
anchor_mid,263,65,104,True
anchor_mid,264,65,104.0,True
anchor_mid,265,65,104,True
anchor_mid,266,67,104,True
anchor_mid,267,67,93.6,True
anchor_mid,268,65,104,True
anchor_mid,269,65,104.0,True
anchor_mid,270,65,104.0,True
anchor_mid,271,67,104,True
anchor_mid,272,65,104,True
anchor_mid,273,65,104.0,True
anchor_mid,274,65,104.0,True
anchor_mid,275,65,104,True
anchor_mid,276,65,96.4,True
anchor_mid,277,65,106.4,True
anchor_mid,278,67,104,True
anchor_mid,279,65,104,True
anchor_mid,280,67,104,True
anchor_mid,281,65,104.0,True
anchor_mid,282,65,96.4,True
anchor_mid,283,67,104.0,True
anchor_mid,284,65,104.0,True
anchor_mid,285,67,104.0,True
anchor_mid,286,65,104.0,True
anchor_mid,287,65,104.0,True
anchor_mid,288,65,96.4,True
anchor_mid,289,70,104,True
anchor_mid,290,65,104.0,True
anchor_mid,291,67,110.0,True
anchor_mid,292,67,104.0,True
anchor_mid,293,65,104,True
anchor_mid,294,65,104.0,True
anchor_mid,295,65,106.4,True
anchor_mid,296,67,104,True
anchor_mid,297,65,104,True
anchor_mid,298,65,104.0,True
anchor_mid,299,65,104.0,True
anchor_mid,300,65,104,True
anchor_high,301,75,104,True
anchor_high,302,75,104,True
anchor_high,303,75,104.0,True
anchor_high,304,75,104,True
anchor_high,305,75,104,True
anchor_high,306,75,104.0,True
anchor_high,307,75,104.0,True
anchor_high,308,75,90.6,True
anchor_high,309,75,106.4,True
anchor_high,310,75,104.0,True
anchor_high,311,75,104,True
anchor_high,312,75,104.0,True
anchor_high,313,75,90.4,True
anchor_high,314,75,90.6,True
anchor_high,315,75,104,True
anchor_high,316,75,104,True
anchor_high,317,75,104.0,True
anchor_high,318,75,104.0,True
anchor_high,319,75.0,90.4,True
anchor_high,320,75,106.4,True
anchor_high,321,75,104.0,True
anchor_high,322,75,90.4,True
anchor_high,323,75,104,True
anchor_high,324,75,104.0,True
anchor_high,325,75,104,True
anchor_high,326,75,104.0,True
anchor_high,327,75,104,True
anchor_high,328,75,104.0,True
anchor_high,329,75,104.0,True
anchor_high,330,75,104,True
anchor_high,331,75,104,True
anchor_high,332,75,104,True
anchor_high,333,75,104.0,True
anchor_high,334,75,104.0,True
anchor_high,335,75,104.0,True
anchor_high,336,75,90.4,True
anchor_high,337,75,104,True
anchor_high,338,75,104.0,True
anchor_high,339,75,106.4,True
anchor_high,340,75,104,True
anchor_high,341,75,104,True
anchor_high,342,75,90.6,True
anchor_high,343,75,104.0,True
anchor_high,344,75,106.4,True
anchor_high,345,75,90.6,True
anchor_high,346,75,104,True
anchor_high,347,75,104,True
anchor_high,348,75,104,True
anchor_high,349,75,104,True
anchor_high,350,75,104.0,True
anchor_high,351,75,104,True
anchor_high,352,75,104,True
anchor_high,353,75,90.4,True
anchor_high,354,75,104.0,True
anchor_high,355,75,104,True
anchor_high,356,75,104.0,True
anchor_high,357,75,104,True
anchor_high,358,75,89.6,True
anchor_high,359,75,104.0,True
anchor_high,360,75,104.0,True
anchor_high,361,75,104.0,True
anchor_high,362,75,104,True
anchor_high,363,75,104.0,True
anchor_high,364,75,90.6,True
anchor_high,365,75,104,True
anchor_high,366,75,104.0,True
anchor_high,367,75,104.0,True
anchor_high,368,75,104,True
anchor_high,369,75,104.0,True
anchor_high,370,75,104.0,True
anchor_high,371,75,104,True
anchor_high,372,75,104.0,True
anchor_high,373,75,89.6,True
anchor_high,374,75,106.4,True
anchor_high,375,75,104,True
anchor_high,376,75,104,True
anchor_high,377,75,104,True
anchor_high,378,75,104.0,True
anchor_high,379,75,104.0,True
anchor_high,380,75,104,True
anchor_high,381,75,90.4,True
anchor_high,382,75,90.6,True
anchor_high,383,75,104.0,True
anchor_high,384,75,90.4,True
anchor_high,385,75,104.0,True
anchor_high,386,75,104,True
anchor_high,387,75,106.4,True
anchor_high,388,75,90.4,True
anchor_high,389,75,104,True
anchor_high,390,75,106.4,True
anchor_high,391,75,104,True
anchor_high,392,75,90.6,True
anchor_high,393,75,104,True
anchor_high,394,75,90.6,True
anchor_high,395,75,104.0,True
anchor_high,396,75,104.0,True
anchor_high,397,75,90.6,True
anchor_high,398,75,104.0,True
anchor_high,399,75,104.0,True
anchor_high,400,75,104.0,True
anchor_high,401,75,104.0,True
anchor_high,402,75,104,True
anchor_high,403,75,90.4,True
anchor_high,404,75,104,True
anchor_high,405,75,104.0,True
anchor_high,406,75,104.0,True
anchor_high,407,75,104.0,True
anchor_high,408,75,104.0,True
anchor_high,409,75,104.0,True
anchor_high,410,75,106.4,True
anchor_high,411,75,106.4,True
anchor_high,412,75,104.0,True
anchor_high,413,75,90.6,True
anchor_high,414,75,104.0,True
anchor_high,415,75,104,True
anchor_high,416,75,90.6,True
anchor_high,417,75,104,True
anchor_high,418,75,104,True
anchor_high,419,75,90.6,True
anchor_high,420,75,104,True
anchor_high,421,75,90.4,True
anchor_high,422,75,104.0,True
anchor_high,423,75,104.0,True
anchor_high,424,75,106.4,True
anchor_high,425,75,104.0,True
anchor_high,426,75,104.0,True
anchor_high,427,75,90.4,True
anchor_high,428,75,104,True
anchor_high,429,75,104,True
anchor_high,430,75,104.0,True
anchor_high,431,75,90.4,True
anchor_high,432,75,104.0,True
anchor_high,433,75,104.0,True
anchor_high,434,75,104.0,True
anchor_high,435,75,104.0,True
anchor_high,436,75,90.4,True
anchor_high,437,75,104.0,True
anchor_high,438,75,104,True
anchor_high,439,75,104.0,True
anchor_high,440,75,104.0,True
anchor_high,441,75,104.0,True
anchor_high,442,75,104,True
anchor_high,443,75,90.4,True
anchor_high,444,75,104.0,True
anchor_high,445,75,104,True
anchor_high,446,75,90.4,True
anchor_high,447,75,104,True
anchor_high,448,75,104.0,True
anchor_high,449,75,106.4,True
anchor_high,450,75,104,True
