condition,session_id,role,round,offer_price
rule_based,94,buyer,0,60.0
rule_based,94,seller,1,101.33
rule_based,95,buyer,0,60.0
rule_based,95,seller,1,101.33
rule_based,96,buyer,0,60.0
rule_based,96,seller,1,101.33
rule_based,97,buyer,0,60.0
rule_based,97,seller,1,101.33
rule_based,98,buyer,0,60.0
rule_based,98,seller,1,101.33
rule_based,99,buyer,0,60.0
rule_based,99,seller,1,101.33
rule_based,100,buyer,0,60.0
rule_based,100,seller,1,101.33
rule_based,101,buyer,0,60.0
rule_based,101,seller,1,101.33
rule_based,102,buyer,0,60.0
rule_based,102,seller,1,101.33
rule_based,103,buyer,0,60.0
rule_based,103,seller,1,101.33
rule_based,104,buyer,0,60.0
rule_based,104,seller,1,101.33
rule_based,105,buyer,0,60.0
rule_based,105,seller,1,101.33
rule_based,106,buyer,0,60.0
rule_based,106,seller,1,101.33
rule_based,107,buyer,0,60.0
rule_based,107,seller,1,101.33
rule_based,108,buyer,0,60.0
rule_based,108,seller,1,101.33
rule_based,109,buyer,0,60.0
rule_based,109,seller,1,101.33
rule_based,110,buyer,0,60.0
rule_based,110,seller,1,101.33
rule_based,111,buyer,0,60.0
rule_based,111,seller,1,101.33
rule_based,112,buyer,0,60.0
rule_based,112,seller,1,101.33
rule_based,113,buyer,0,60.0
rule_based,113,seller,1,101.33
rule_based,114,buyer,0,60.0
rule_based,114,seller,1,101.33
rule_based,115,buyer,0,60.0
rule_based,115,seller,1,101.33
rule_based,116,buyer,0,60.0
rule_based,116,seller,1,101.33
rule_based,117,buyer,0,60.0
rule_based,117,seller,1,101.33
rule_based,118,buyer,0,60.0
rule_based,118,seller,1,101.33
rule_based,119,buyer,0,60.0
rule_based,119,seller,1,101.33
rule_based,120,buyer,0,60.0
rule_based,120,seller,1,101.33
rule_based,121,buyer,0,60.0
rule_based,121,seller,1,101.33
rule_based,122,buyer,0,60.0
rule_based,122,seller,1,101.33
rule_based,123,buyer,0,60.0
rule_based,123,seller,1,101.33
rule_based,124,buyer,0,60.0
rule_based,124,seller,1,101.33
rule_based,125,buyer,0,60.0
rule_based,125,seller,1,101.33
rule_based,126,buyer,0,60.0
rule_based,126,seller,1,101.33
rule_based,127,buyer,0,60.0
rule_based,127,seller,1,101.33
rule_based,128,buyer,0,60.0
rule_based,128,seller,1,101.33
rule_based,129,buyer,0,60.0
rule_based,129,seller,1,101.33
rule_based,130,buyer,0,60.0
rule_based,130,seller,1,101.33
rule_based,131,buyer,0,60.0
rule_based,131,seller,1,101.33
rule_based,132,buyer,0,60.0
rule_based,132,seller,1,101.33
rule_based,133,buyer,0,60.0
rule_based,133,seller,1,101.33
rule_based,134,buyer,0,60.0
rule_based,134,seller,1,101.33
rule_based,135,buyer,0,60.0
rule_based,135,seller,1,101.33
rule_based,136,buyer,0,60.0
rule_based,136,seller,1,101.33
rule_based,137,buyer,0,60.0
rule_based,137,seller,1,101.33
rule_based,138,buyer,0,60.0
rule_based,138,seller,1,101.33
rule_based,139,buyer,0,60.0
rule_based,139,seller,1,101.33
rule_based,140,buyer,0,60.0
rule_based,140,seller,1,101.33
rule_based,141,buyer,0,60.0
rule_based,141,seller,1,101.33
rule_based,142,buyer,0,60.0
rule_based,142,seller,1,101.33
rule_based,143,buyer,0,60.0
rule_based,143,seller,1,101.33
rule_based,144,buyer,0,60.0
rule_based,144,seller,1,101.33
rule_based,145,buyer,0,60.0
rule_based,145,seller,1,101.33
rule_based,146,buyer,0,60.0
rule_based,146,seller,1,101.33
rule_based,147,buyer,0,60.0
rule_based,147,seller,1,101.33
rule_based,148,buyer,0,60.0
rule_based,148,seller,1,101.33
rule_based,149,buyer,0,60.0
rule_based,149,seller,1,101.33
rule_based,150,buyer,0,60.0
rule_based,150,seller,1,101.33
llm_reactive,151,buyer,0,65
llm_reactive,151,seller,1,104.0
llm_reactive,152,buyer,0,65
llm_reactive,152,seller,1,104.0
llm_reactive,153,buyer,0,65
llm_reactive,153,seller,1,104.0
llm_reactive,154,buyer,0,65
llm_reactive,154,seller,1,104.0
llm_reactive,155,buyer,0,65
llm_reactive,155,seller,1,104
llm_reactive,156,buyer,0,65
llm_reactive,156,seller,1,104.0
llm_reactive,157,buyer,0,65
llm_reactive,157,seller,1,110.0
llm_reactive,158,buyer,0,65
llm_reactive,158,seller,1,104.0
llm_reactive,159,buyer,0,65
llm_reactive,159,seller,1,106.4
llm_reactive,160,buyer,0,65
llm_reactive,160,seller,1,104.0
llm_reactive,161,buyer,0,67
llm_reactive,161,seller,1,104
llm_reactive,162,buyer,0,65
llm_reactive,162,seller,1,104.0
llm_reactive,163,buyer,0,65
llm_reactive,163,seller,1,104
llm_reactive,164,buyer,0,65
llm_reactive,164,seller,1,104.0
llm_reactive,165,buyer,0,67
llm_reactive,165,seller,1,104
llm_reactive,166,buyer,0,65
llm_reactive,166,seller,1,106.4
llm_reactive,167,buyer,0,65
llm_reactive,167,seller,1,104
llm_reactive,168,buyer,0,65
llm_reactive,168,seller,1,104
llm_reactive,169,buyer,0,65
llm_reactive,169,seller,1,104
llm_reactive,170,buyer,0,65
llm_reactive,170,seller,1,110
llm_reactive,171,buyer,0,65
llm_reactive,171,seller,1,104
llm_reactive,172,buyer,0,67
llm_reactive,172,seller,1,104
llm_reactive,173,buyer,0,67
llm_reactive,173,seller,1,104
llm_reactive,174,buyer,0,67
llm_reactive,174,seller,1,104
llm_reactive,175,buyer,0,65
llm_reactive,175,seller,1,104
llm_reactive,176,buyer,0,65
llm_reactive,176,seller,1,104
llm_reactive,177,buyer,0,67
llm_reactive,177,seller,1,104
llm_reactive,178,buyer,0,67
llm_reactive,178,seller,1,104.0
llm_reactive,179,buyer,0,65
llm_reactive,179,seller,1,104
llm_reactive,180,buyer,0,65
llm_reactive,180,seller,1,104.0
llm_reactive,181,buyer,0,65
llm_reactive,181,seller,1,104
llm_reactive,182,buyer,0,65
llm_reactive,182,seller,1,106.4
llm_reactive,183,buyer,0,65
llm_reactive,183,seller,1,96.4
llm_reactive,184,buyer,0,65
llm_reactive,184,seller,1,104.0
llm_reactive,185,buyer,0,65
llm_reactive,185,seller,1,96.4
llm_reactive,186,buyer,0,67
llm_reactive,186,seller,1,104
llm_reactive,187,buyer,0,65
llm_reactive,187,seller,1,104
llm_reactive,188,buyer,0,65
llm_reactive,188,seller,1,104.0
llm_reactive,189,buyer,0,65
llm_reactive,189,seller,1,89.6
llm_reactive,190,buyer,0,65
llm_reactive,190,seller,1,104.0
llm_reactive,191,buyer,0,65
llm_reactive,191,seller,1,104.0
llm_reactive,192,buyer,0,65
llm_reactive,192,seller,1,104
llm_reactive,193,buyer,0,65
llm_reactive,193,seller,1,104
llm_reactive,194,buyer,0,67
llm_reactive,194,seller,1,104.0
llm_reactive,195,buyer,0,67
llm_reactive,195,seller,1,104
llm_reactive,196,buyer,0,65
llm_reactive,196,seller,1,104.0
llm_reactive,197,buyer,0,65
llm_reactive,197,seller,1,104.0
llm_reactive,198,buyer,0,65
llm_reactive,198,seller,1,104
llm_reactive,199,buyer,0,65
llm_reactive,199,seller,1,104
llm_reactive,200,buyer,0,65
llm_reactive,200,seller,1,104.0
llm_reactive,201,buyer,0,65
llm_reactive,201,seller,1,104.0
llm_reactive,202,buyer,0,67
llm_reactive,202,seller,1,104
llm_reactive,203,buyer,0,65
llm_reactive,203,seller,1,106.4
llm_reactive,204,buyer,0,67
llm_reactive,204,seller,1,104
llm_reactive,205,buyer,0,65
llm_reactive,205,seller,1,104.0
llm_reactive,206,buyer,0,65
llm_reactive,206,seller,1,104.0
llm_reactive,207,buyer,0,67
llm_reactive,207,seller,1,104.0
llm_reactive,208,buyer,0,65
llm_reactive,208,seller,1,104.0
llm_reactive,209,buyer,0,65
llm_reactive,209,seller,1,104
llm_reactive,210,buyer,0,65
llm_reactive,210,seller,1,104.0
llm_reactive,211,buyer,0,65
llm_reactive,211,seller,1,104
llm_reactive,212,buyer,0,65
llm_reactive,212,seller,1,110
llm_reactive,213,buyer,0,65
llm_reactive,213,seller,1,104.0
llm_reactive,214,buyer,0,65
llm_reactive,214,seller,1,104.0
llm_reactive,215,buyer,0,65
llm_reactive,215,seller,1,104.0
llm_reactive,216,buyer,0,65
llm_reactive,216,seller,1,104.0
llm_reactive,217,buyer,0,65
llm_reactive,217,seller,1,104
llm_reactive,218,buyer,0,67
llm_reactive,218,seller,1,104
llm_reactive,219,buyer,0,65
llm_reactive,219,seller,1,104.0
llm_reactive,220,buyer,0,65
llm_reactive,220,seller,1,104.0
llm_reactive,221,buyer,0,65
llm_reactive,221,seller,1,104.0
llm_reactive,222,buyer,0,67
llm_reactive,222,seller,1,104
llm_reactive,223,buyer,0,65
llm_reactive,223,seller,1,104.0
llm_reactive,224,buyer,0,65
llm_reactive,224,seller,1,104.0
llm_reactive,225,buyer,0,65
llm_reactive,225,seller,1,104.0
llm_reactive,226,buyer,0,65
llm_reactive,226,seller,1,96.4
llm_reactive,227,buyer,0,65
llm_reactive,227,seller,1,104.0
llm_reactive,228,buyer,0,65
llm_reactive,228,seller,1,110.0
llm_reactive,229,buyer,0,65
llm_reactive,229,seller,1,104.0
llm_reactive,230,buyer,0,67
llm_reactive,230,seller,1,104
llm_reactive,231,buyer,0,65
llm_reactive,231,seller,1,110
llm_reactive,232,buyer,0,65
llm_reactive,232,seller,1,106.4
llm_reactive,233,buyer,0,65
llm_reactive,233,seller,1,106
llm_reactive,234,buyer,0,65
llm_reactive,234,seller,1,104
llm_reactive,235,buyer,0,65
llm_reactive,235,seller,1,96.4
llm_reactive,236,buyer,0,65
llm_reactive,236,seller,1,104.0
llm_reactive,237,buyer,0,65
llm_reactive,237,seller,1,104
llm_reactive,238,buyer,0,67
llm_reactive,238,seller,1,104
llm_reactive,239,buyer,0,67
llm_reactive,239,seller,1,104
llm_reactive,240,buyer,0,65
llm_reactive,240,seller,1,104
llm_reactive,241,buyer,0,65
llm_reactive,241,seller,1,104.0
llm_reactive,242,buyer,0,65
llm_reactive,242,seller,1,104
llm_reactive,243,buyer,0,65
llm_reactive,243,seller,1,104.0
llm_reactive,244,buyer,0,65
llm_reactive,244,seller,1,104
llm_reactive,245,buyer,0,67
llm_reactive,245,seller,1,96.4
llm_reactive,246,buyer,0,65
llm_reactive,246,seller,1,104.0
llm_reactive,247,buyer,0,65
llm_reactive,247,seller,1,104
llm_reactive,248,buyer,0,65
llm_reactive,248,seller,1,104.0
llm_reactive,249,buyer,0,65
llm_reactive,249,seller,1,96.4
llm_reactive,250,buyer,0,67
llm_reactive,250,seller,1,96.4
llm_reactive,251,buyer,0,65
llm_reactive,251,seller,1,104
llm_reactive,252,buyer,0,65
llm_reactive,252,seller,1,104.0
llm_reactive,253,buyer,0,67
llm_reactive,253,seller,1,104
llm_reactive,254,buyer,0,65
llm_reactive,254,seller,1,104
llm_reactive,255,buyer,0,67
llm_reactive,255,seller,1,93.6
llm_reactive,256,buyer,0,65
llm_reactive,256,seller,1,106.4
llm_reactive,257,buyer,0,67
llm_reactive,257,seller,1,104
llm_reactive,258,buyer,0,65
llm_reactive,258,seller,1,104.0
llm_reactive,259,buyer,0,65
llm_reactive,259,seller,1,104.0
llm_reactive,260,buyer,0,65
llm_reactive,260,seller,1,104.0
llm_reactive,261,buyer,0,65
llm_reactive,261,seller,1,104.0
llm_reactive,262,buyer,0,65
llm_reactive,262,seller,1,104.0
llm_reactive,263,buyer,0,65
llm_reactive,263,seller,1,106.4
llm_reactive,264,buyer,0,65
llm_reactive,264,seller,1,106.4
llm_reactive,265,buyer,0,65
llm_reactive,265,seller,1,104
llm_reactive,266,buyer,0,70
llm_reactive,266,seller,1,104
llm_reactive,267,buyer,0,65
llm_reactive,267,seller,1,104.0
llm_reactive,268,buyer,0,67
llm_reactive,268,seller,1,104.0
llm_reactive,269,buyer,0,65
llm_reactive,269,seller,1,104
llm_reactive,270,buyer,0,67
llm_reactive,270,seller,1,104.0
llm_reactive,271,buyer,0,67
llm_reactive,271,seller,1,104
llm_reactive,272,buyer,0,65
llm_reactive,272,seller,1,104.0
llm_reactive,273,buyer,0,65
llm_reactive,273,seller,1,104.0
llm_reactive,274,buyer,0,67
llm_reactive,274,seller,1,96.4
llm_reactive,275,buyer,0,67
llm_reactive,275,seller,1,104.0
llm_reactive,276,buyer,0,65
llm_reactive,276,seller,1,104
llm_reactive,277,buyer,0,65
llm_reactive,277,seller,1,104.0
llm_reactive,278,buyer,0,65
llm_reactive,278,seller,1,104.0
llm_reactive,279,buyer,0,67
llm_reactive,279,seller,1,104
llm_reactive,280,buyer,0,65
llm_reactive,280,seller,1,104
llm_reactive,281,buyer,0,65
llm_reactive,281,seller,1,110
llm_reactive,282,buyer,0,65
llm_reactive,282,seller,1,104.0
llm_reactive,283,buyer,0,65
llm_reactive,283,seller,1,104
llm_reactive,284,buyer,0,65
llm_reactive,284,seller,1,104
llm_reactive,285,buyer,0,65
llm_reactive,285,seller,1,104.0
llm_reactive,286,buyer,0,65
llm_reactive,286,seller,1,110
llm_reactive,287,buyer,0,65
llm_reactive,287,seller,1,106.4
llm_reactive,288,buyer,0,65
llm_reactive,288,seller,1,104
llm_reactive,289,buyer,0,65
llm_reactive,289,seller,1,104
llm_reactive,290,buyer,0,65
llm_reactive,290,seller,1,110
llm_reactive,291,buyer,0,65
llm_reactive,291,seller,1,96.4
llm_reactive,292,buyer,0,67
llm_reactive,292,seller,1,104.0
llm_reactive,293,buyer,0,65
llm_reactive,293,seller,1,104
llm_reactive,294,buyer,0,65
llm_reactive,294,seller,1,104
llm_reactive,295,buyer,0,67
llm_reactive,295,seller,1,104
llm_reactive,296,buyer,0,67
llm_reactive,296,seller,1,104.0
llm_reactive,297,buyer,0,65
llm_reactive,297,seller,1,104
llm_reactive,298,buyer,0,65
llm_reactive,298,seller,1,89.6
llm_reactive,299,buyer,0,65
llm_reactive,299,seller,1,106.4
llm_reactive,300,buyer,0,65
llm_reactive,300,seller,1,104
llm_deliberative,301,buyer,0,65
llm_deliberative,301,seller,1,96
llm_deliberative,302,buyer,0,67
llm_deliberative,302,seller,1,95
llm_deliberative,303,buyer,0,67
llm_deliberative,303,seller,1,96
llm_deliberative,304,buyer,0,67
llm_deliberative,304,seller,1,96.4
llm_deliberative,305,buyer,0,67
llm_deliberative,305,seller,1,96.4
llm_deliberative,306,buyer,0,67
llm_deliberative,306,seller,1,96
llm_deliberative,307,buyer,0,67
llm_deliberative,307,seller,1,95
llm_deliberative,308,buyer,0,67
llm_deliberative,308,seller,1,96.4
llm_deliberative,309,buyer,0,67
llm_deliberative,309,seller,1,95.6
llm_deliberative,310,buyer,0,67
llm_deliberative,310,seller,1,96.4
llm_deliberative,311,buyer,0,67
llm_deliberative,311,seller,1,96.4
llm_deliberative,312,buyer,0,67
llm_deliberative,312,seller,1,96
llm_deliberative,313,buyer,0,67
llm_deliberative,313,seller,1,96.4
llm_deliberative,314,buyer,0,67
llm_deliberative,314,seller,1,96
llm_deliberative,315,buyer,0,67
llm_deliberative,315,seller,1,96.4
llm_deliberative,316,buyer,0,67
llm_deliberative,316,seller,1,95
llm_deliberative,317,buyer,0,67
llm_deliberative,317,seller,1,96
llm_deliberative,318,buyer,0,67
llm_deliberative,318,seller,1,96
llm_deliberative,319,buyer,0,67
llm_deliberative,319,seller,1,96
llm_deliberative,320,buyer,0,67
llm_deliberative,320,seller,1,96
llm_deliberative,321,buyer,0,67
llm_deliberative,321,seller,1,96.4
llm_deliberative,322,buyer,0,67
llm_deliberative,322,seller,1,95
llm_deliberative,323,buyer,0,67
llm_deliberative,323,seller,1,96.4
llm_deliberative,324,buyer,0,67
llm_deliberative,324,seller,1,110
llm_deliberative,325,buyer,0,65
llm_deliberative,325,seller,1,106
llm_deliberative,326,buyer,0,67
llm_deliberative,326,seller,1,96.4
llm_deliberative,327,buyer,0,67
llm_deliberative,327,seller,1,95.6
llm_deliberative,328,buyer,0,67
llm_deliberative,328,seller,1,96.4
llm_deliberative,329,buyer,0,67
llm_deliberative,329,seller,1,96.4
llm_deliberative,330,buyer,0,67
llm_deliberative,330,seller,1,95
llm_deliberative,331,buyer,0,67
llm_deliberative,331,seller,1,95
llm_deliberative,332,buyer,0,67
llm_deliberative,332,seller,1,95
llm_deliberative,333,buyer,0,67
llm_deliberative,333,seller,1,96.4
llm_deliberative,334,buyer,0,67
llm_deliberative,334,seller,1,96
llm_deliberative,335,buyer,0,67
llm_deliberative,335,seller,1,96
llm_deliberative,336,buyer,0,67
llm_deliberative,336,seller,1,95.6
llm_deliberative,337,buyer,0,67
llm_deliberative,337,seller,1,95
llm_deliberative,338,buyer,0,67
llm_deliberative,338,seller,1,95.6
llm_deliberative,339,buyer,0,65
llm_deliberative,339,seller,1,96
llm_deliberative,340,buyer,0,67
llm_deliberative,340,seller,1,96
llm_deliberative,341,buyer,0,67
llm_deliberative,341,seller,1,95
llm_deliberative,342,buyer,0,67
llm_deliberative,342,seller,1,96
llm_deliberative,343,buyer,0,67
llm_deliberative,343,seller,1,95
llm_deliberative,344,buyer,0,65
llm_deliberative,344,seller,1,96.4
llm_deliberative,345,buyer,0,67
llm_deliberative,345,seller,1,95
llm_deliberative,346,buyer,0,65
llm_deliberative,346,seller,1,106
llm_deliberative,347,buyer,0,67
llm_deliberative,347,seller,1,96
llm_deliberative,348,buyer,0,65
llm_deliberative,348,seller,1,96.4
llm_deliberative,349,buyer,0,67
llm_deliberative,349,seller,1,96.4
llm_deliberative,350,buyer,0,67
llm_deliberative,350,seller,1,96.4
llm_deliberative,351,buyer,0,67
llm_deliberative,351,seller,1,110
llm_deliberative,352,buyer,0,67
llm_deliberative,352,seller,1,96.4
llm_deliberative,353,buyer,0,67
llm_deliberative,353,seller,1,95
llm_deliberative,354,buyer,0,65
llm_deliberative,354,seller,1,106
llm_deliberative,355,buyer,0,65
llm_deliberative,355,seller,1,95
llm_deliberative,356,buyer,0,67
llm_deliberative,356,seller,1,96.4
llm_deliberative,357,buyer,0,65
llm_deliberative,357,seller,1,106
llm_deliberative,358,buyer,0,67
llm_deliberative,358,seller,1,95
llm_deliberative,359,buyer,0,67
llm_deliberative,359,seller,1,96.4
llm_deliberative,360,buyer,0,67
llm_deliberative,360,seller,1,95.6
llm_deliberative,361,buyer,0,67
llm_deliberative,361,seller,1,95
llm_deliberative,362,buyer,0,67
llm_deliberative,362,seller,1,96.4
llm_deliberative,363,buyer,0,67
llm_deliberative,363,seller,1,96
llm_deliberative,364,buyer,0,67
llm_deliberative,364,seller,1,96.4
llm_deliberative,365,buyer,0,67
llm_deliberative,365,seller,1,96.4
llm_deliberative,366,buyer,0,67
llm_deliberative,366,seller,1,96
llm_deliberative,367,buyer,0,67
llm_deliberative,367,seller,1,96
llm_deliberative,368,buyer,0,65
llm_deliberative,368,seller,1,96.4
llm_deliberative,369,buyer,0,67
llm_deliberative,369,seller,1,96.4
llm_deliberative,370,buyer,0,67
llm_deliberative,370,seller,1,96.4
llm_deliberative,371,buyer,0,67
llm_deliberative,371,seller,1,96.4
llm_deliberative,372,buyer,0,67
llm_deliberative,372,seller,1,96.4
llm_deliberative,373,buyer,0,67
llm_deliberative,373,seller,1,95.6
llm_deliberative,374,buyer,0,67
llm_deliberative,374,seller,1,96
llm_deliberative,375,buyer,0,67
llm_deliberative,375,seller,1,96
llm_deliberative,376,buyer,0,65
llm_deliberative,376,seller,1,96.4
llm_deliberative,377,buyer,0,67
llm_deliberative,377,seller,1,96
llm_deliberative,378,buyer,0,67
llm_deliberative,378,seller,1,96.4
llm_deliberative,379,buyer,0,67
llm_deliberative,379,seller,1,96.4
llm_deliberative,380,buyer,0,67
llm_deliberative,380,seller,1,95
llm_deliberative,381,buyer,0,65
llm_deliberative,381,seller,1,96.4
llm_deliberative,382,buyer,0,65
llm_deliberative,382,seller,1,96
llm_deliberative,383,buyer,0,67
llm_deliberative,383,seller,1,95.6
llm_deliberative,384,buyer,0,67
llm_deliberative,384,seller,1,96.4
llm_deliberative,385,buyer,0,67
llm_deliberative,385,seller,1,95
llm_deliberative,386,buyer,0,67
llm_deliberative,386,seller,1,96.4
llm_deliberative,387,buyer,0,65
llm_deliberative,387,seller,1,96
llm_deliberative,388,buyer,0,67
llm_deliberative,388,seller,1,96.4
llm_deliberative,389,buyer,0,67
llm_deliberative,389,seller,1,96
llm_deliberative,390,buyer,0,67
llm_deliberative,390,seller,1,95
llm_deliberative,391,buyer,0,67
llm_deliberative,391,seller,1,95
llm_deliberative,392,buyer,0,67
llm_deliberative,392,seller,1,95.6
llm_deliberative,393,buyer,0,67
llm_deliberative,393,seller,1,96
llm_deliberative,394,buyer,0,67
llm_deliberative,394,seller,1,96
llm_deliberative,395,buyer,0,67
llm_deliberative,395,seller,1,96
llm_deliberative,396,buyer,0,67
llm_deliberative,396,seller,1,96
llm_deliberative,397,buyer,0,67
llm_deliberative,397,seller,1,95.6
llm_deliberative,398,buyer,0,65
llm_deliberative,398,seller,1,106.4
llm_deliberative,399,buyer,0,67
llm_deliberative,399,seller,1,95
llm_deliberative,400,buyer,0,67
llm_deliberative,400,seller,1,96.4
llm_deliberative,401,buyer,0,67
llm_deliberative,401,seller,1,96.4
llm_deliberative,402,buyer,0,67
llm_deliberative,402,seller,1,95
llm_deliberative,403,buyer,0,67
llm_deliberative,403,seller,1,96.4
llm_deliberative,404,buyer,0,67
llm_deliberative,404,seller,1,96.4
llm_deliberative,405,buyer,0,67
llm_deliberative,405,seller,1,96.4
llm_deliberative,406,buyer,0,67
llm_deliberative,406,seller,1,96.4
llm_deliberative,407,buyer,0,67
llm_deliberative,407,seller,1,95
llm_deliberative,408,buyer,0,67
llm_deliberative,408,seller,1,96
llm_deliberative,409,buyer,0,67
