condition,session_id,role,round,offer_price
rule_based,32,buyer,0,60.0
rule_based,32,seller,1,101.33
rule_based,32,buyer,2,73.33
rule_based,32,seller,3,96.0
rule_based,32,buyer,4,86.67
rule_based,32,seller,5,90.67
rule_based,33,buyer,0,60.0
rule_based,33,seller,1,101.33
rule_based,33,buyer,2,73.33
rule_based,33,seller,3,96.0
rule_based,33,buyer,4,86.67
rule_based,33,seller,5,90.67
rule_based,34,buyer,0,60.0
rule_based,34,seller,1,101.33
rule_based,34,buyer,2,73.33
rule_based,34,seller,3,96.0
rule_based,34,buyer,4,86.67
rule_based,34,seller,5,90.67
rule_based,35,buyer,0,60.0
rule_based,35,seller,1,101.33
rule_based,35,buyer,2,73.33
rule_based,35,seller,3,96.0
rule_based,35,buyer,4,86.67
rule_based,35,seller,5,90.67
rule_based,36,buyer,0,60.0
rule_based,36,seller,1,101.33
rule_based,36,buyer,2,73.33
rule_based,36,seller,3,96.0
rule_based,36,buyer,4,86.67
rule_based,36,seller,5,90.67
rule_based,37,buyer,0,60.0
rule_based,37,seller,1,101.33
rule_based,37,buyer,2,73.33
rule_based,37,seller,3,96.0
rule_based,37,buyer,4,86.67
rule_based,37,seller,5,90.67
rule_based,38,buyer,0,60.0
rule_based,38,seller,1,101.33
rule_based,38,buyer,2,73.33
rule_based,38,seller,3,96.0
rule_based,38,buyer,4,86.67
rule_based,38,seller,5,90.67
rule_based,39,buyer,0,60.0
rule_based,39,seller,1,101.33
rule_based,39,buyer,2,73.33
rule_based,39,seller,3,96.0
rule_based,39,buyer,4,86.67
rule_based,39,seller,5,90.67
rule_based,40,buyer,0,60.0
rule_based,40,seller,1,101.33
rule_based,40,buyer,2,73.33
rule_based,40,seller,3,96.0
rule_based,40,buyer,4,86.67
rule_based,40,seller,5,90.67
rule_based,41,buyer,0,60.0
rule_based,41,seller,1,101.33
rule_based,41,buyer,2,73.33
rule_based,41,seller,3,96.0
rule_based,41,buyer,4,86.67
rule_based,41,seller,5,90.67
rule_based,42,buyer,0,60.0
rule_based,42,seller,1,101.33
rule_based,42,buyer,2,73.33
rule_based,42,seller,3,96.0
rule_based,42,buyer,4,86.67
rule_based,42,seller,5,90.67
rule_based,43,buyer,0,60.0
rule_based,43,seller,1,101.33
rule_based,43,buyer,2,73.33
rule_based,43,seller,3,96.0
rule_based,43,buyer,4,86.67
rule_based,43,seller,5,90.67
rule_based,44,buyer,0,60.0
rule_based,44,seller,1,101.33
rule_based,44,buyer,2,73.33
rule_based,44,seller,3,96.0
rule_based,44,buyer,4,86.67
rule_based,44,seller,5,90.67
rule_based,45,buyer,0,60.0
rule_based,45,seller,1,101.33
rule_based,45,buyer,2,73.33
rule_based,45,seller,3,96.0
rule_based,45,buyer,4,86.67
rule_based,45,seller,5,90.67
rule_based,46,buyer,0,60.0
rule_based,46,seller,1,101.33
rule_based,46,buyer,2,73.33
rule_based,46,seller,3,96.0
rule_based,46,buyer,4,86.67
rule_based,46,seller,5,90.67
rule_based,47,buyer,0,60.0
rule_based,47,seller,1,101.33
rule_based,47,buyer,2,73.33
rule_based,47,seller,3,96.0
rule_based,47,buyer,4,86.67
rule_based,47,seller,5,90.67
rule_based,48,buyer,0,60.0
rule_based,48,seller,1,101.33
rule_based,48,buyer,2,73.33
rule_based,48,seller,3,96.0
rule_based,48,buyer,4,86.67
rule_based,48,seller,5,90.67
rule_based,49,buyer,0,60.0
rule_based,49,seller,1,101.33
rule_based,49,buyer,2,73.33
rule_based,49,seller,3,96.0
rule_based,49,buyer,4,86.67
rule_based,49,seller,5,90.67
rule_based,50,buyer,0,60.0
rule_based,50,seller,1,101.33
rule_based,50,buyer,2,73.33
rule_based,50,seller,3,96.0
rule_based,50,buyer,4,86.67
rule_based,50,seller,5,90.67
rule_based,51,buyer,0,60.0
rule_based,51,seller,1,101.33
rule_based,51,buyer,2,73.33
rule_based,51,seller,3,96.0
rule_based,51,buyer,4,86.67
rule_based,51,seller,5,90.67
rule_based,52,buyer,0,60.0
rule_based,52,seller,1,101.33
rule_based,52,buyer,2,73.33
rule_based,52,seller,3,96.0
rule_based,52,buyer,4,86.67
rule_based,52,seller,5,90.67
rule_based,53,buyer,0,60.0
rule_based,53,seller,1,101.33
rule_based,53,buyer,2,73.33
rule_based,53,seller,3,96.0
rule_based,53,buyer,4,86.67
rule_based,53,seller,5,90.67
rule_based,54,buyer,0,60.0
rule_based,54,seller,1,101.33
rule_based,54,buyer,2,73.33
rule_based,54,seller,3,96.0
rule_based,54,buyer,4,86.67
rule_based,54,seller,5,90.67
rule_based,55,buyer,0,60.0
rule_based,55,seller,1,101.33
rule_based,55,buyer,2,73.33
rule_based,55,seller,3,96.0
rule_based,55,buyer,4,86.67
rule_based,55,seller,5,90.67
rule_based,56,buyer,0,60.0
rule_based,56,seller,1,101.33
rule_based,56,buyer,2,73.33
rule_based,56,seller,3,96.0
rule_based,56,buyer,4,86.67
rule_based,56,seller,5,90.67
rule_based,57,buyer,0,60.0
rule_based,57,seller,1,101.33
rule_based,57,buyer,2,73.33
rule_based,57,seller,3,96.0
rule_based,57,buyer,4,86.67
rule_based,57,seller,5,90.67
rule_based,58,buyer,0,60.0
rule_based,58,seller,1,101.33
rule_based,58,buyer,2,73.33
rule_based,58,seller,3,96.0
rule_based,58,buyer,4,86.67
rule_based,58,seller,5,90.67
rule_based,59,buyer,0,60.0
rule_based,59,seller,1,101.33
rule_based,59,buyer,2,73.33
rule_based,59,seller,3,96.0
rule_based,59,buyer,4,86.67
rule_based,59,seller,5,90.67
rule_based,60,buyer,0,60.0
rule_based,60,seller,1,101.33
rule_based,60,buyer,2,73.33
rule_based,60,seller,3,96.0
rule_based,60,buyer,4,86.67
rule_based,60,seller,5,90.67
rule_based,61,buyer,0,60.0
rule_based,61,seller,1,101.33
rule_based,61,buyer,2,73.33
rule_based,61,seller,3,96.0
rule_based,61,buyer,4,86.67
rule_based,61,seller,5,90.67
rule_based,62,buyer,0,60.0
rule_based,62,seller,1,101.33
rule_based,62,buyer,2,73.33
rule_based,62,seller,3,96.0
rule_based,62,buyer,4,86.67
rule_based,62,seller,5,90.67
rule_based,63,buyer,0,60.0
rule_based,63,seller,1,101.33
rule_based,63,buyer,2,73.33
rule_based,63,seller,3,96.0
rule_based,63,buyer,4,86.67
rule_based,63,seller,5,90.67
rule_based,64,buyer,0,60.0
rule_based,64,seller,1,101.33
rule_based,64,buyer,2,73.33
rule_based,64,seller,3,96.0
rule_based,64,buyer,4,86.67
rule_based,64,seller,5,90.67
rule_based,65,buyer,0,60.0
rule_based,65,seller,1,101.33
rule_based,65,buyer,2,73.33
rule_based,65,seller,3,96.0
rule_based,65,buyer,4,86.67
rule_based,65,seller,5,90.67
rule_based,66,buyer,0,60.0
rule_based,66,seller,1,101.33
rule_based,66,buyer,2,73.33
rule_based,66,seller,3,96.0
rule_based,66,buyer,4,86.67
rule_based,66,seller,5,90.67
rule_based,67,buyer,0,60.0
rule_based,67,seller,1,101.33
rule_based,67,buyer,2,73.33
rule_based,67,seller,3,96.0
rule_based,67,buyer,4,86.67
rule_based,67,seller,5,90.67
rule_based,68,buyer,0,60.0
rule_based,68,seller,1,101.33
rule_based,68,buyer,2,73.33
rule_based,68,seller,3,96.0
rule_based,68,buyer,4,86.67
rule_based,68,seller,5,90.67
rule_based,69,buyer,0,60.0
rule_based,69,seller,1,101.33
rule_based,69,buyer,2,73.33
rule_based,69,seller,3,96.0
rule_based,69,buyer,4,86.67
rule_based,69,seller,5,90.67
rule_based,70,buyer,0,60.0
rule_based,70,seller,1,101.33
rule_based,70,buyer,2,73.33
rule_based,70,seller,3,96.0
rule_based,70,buyer,4,86.67
rule_based,70,seller,5,90.67
rule_based,71,buyer,0,60.0
rule_based,71,seller,1,101.33
rule_based,71,buyer,2,73.33
rule_based,71,seller,3,96.0
rule_based,71,buyer,4,86.67
rule_based,71,seller,5,90.67
rule_based,72,buyer,0,60.0
rule_based,72,seller,1,101.33
rule_based,72,buyer,2,73.33
rule_based,72,seller,3,96.0
rule_based,72,buyer,4,86.67
rule_based,72,seller,5,90.67
llm_free_language,73,buyer,0,70.0
llm_free_language,73,seller,1,90.0
llm_free_language,73,buyer,2,85.0
llm_free_language,73,seller,3,87.0
llm_free_language,73,buyer,4,86.5
llm_free_language,74,buyer,0,70.0
llm_free_language,74,seller,1,90.0
llm_free_language,74,buyer,2,85.0
llm_free_language,75,buyer,0,70.0
llm_free_language,75,seller,1,90.0
llm_free_language,75,buyer,2,85.0
llm_free_language,75,seller,3,87.5
llm_free_language,76,buyer,0,70.0
llm_free_language,76,seller,1,90.0
llm_free_language,76,buyer,2,85.0
llm_free_language,76,seller,3,87.5
llm_free_language,76,buyer,4,86.25
llm_free_language,76,seller,5,86.75
llm_free_language,76,buyer,6,86.5
llm_free_language,76,seller,7,86.5
llm_free_language,77,buyer,0,70.0
llm_free_language,77,seller,1,90.0
llm_free_language,77,buyer,2,85.0
llm_free_language,78,buyer,0,80.0
llm_free_language,78,seller,1,90.0
llm_free_language,78,buyer,2,85.0
llm_free_language,79,buyer,0,70.0
llm_free_language,79,seller,1,90.0
llm_free_language,79,buyer,2,85.0
llm_free_language,79,seller,3,90.0
llm_free_language,79,buyer,4,88.75
llm_free_language,79,seller,5,90.0
llm_free_language,79,buyer,6,89.5
llm_free_language,79,seller,7,90.0
llm_free_language,79,buyer,8,89.75
llm_free_language,79,seller,9,90.0
llm_free_language,80,buyer,0,70.0
llm_free_language,80,seller,1,90.0
llm_free_language,80,buyer,2,85.0
llm_free_language,80,seller,3,87.0
llm_free_language,80,buyer,4,86.5
llm_free_language,81,buyer,0,70.0
llm_free_language,81,seller,1,90.0
llm_free_language,81,buyer,2,85.0
llm_free_language,81,seller,3,87.5
llm_free_language,81,buyer,4,86.25
llm_free_language,81,seller,5,86.75
llm_free_language,81,buyer,6,86.5
llm_free_language,81,seller,7,86.75
llm_free_language,82,buyer,0,70.0
llm_free_language,82,seller,1,90.0
llm_free_language,82,buyer,2,85.0
llm_free_language,82,seller,3,87.0
llm_free_language,82,buyer,4,86.0
llm_free_language,83,buyer,0,80.0
llm_free_language,83,seller,1,90.0
llm_free_language,83,buyer,2,85.0
llm_free_language,83,seller,3,87.0
llm_free_language,83,buyer,4,86.5
llm_free_language,83,seller,5,87.0
llm_free_language,83,buyer,6,86.75
llm_free_language,83,seller,7,87.0
llm_free_language,83,buyer,8,86.9
llm_free_language,83,seller,9,87.0
llm_free_language,84,buyer,0,70.0
llm_free_language,84,seller,1,90.0
llm_free_language,84,buyer,2,85.0
llm_free_language,85,buyer,0,70.0
llm_free_language,85,seller,1,90.0
llm_free_language,85,buyer,2,85.0
llm_free_language,85,seller,3,87.0
llm_free_language,85,buyer,4,86.5
llm_free_language,86,buyer,0,70.0
llm_free_language,86,seller,1,85.0
llm_free_language,86,buyer,2,82.5
llm_free_language,87,buyer,0,70.0
llm_free_language,87,seller,1,90.0
llm_free_language,87,buyer,2,85.0
llm_free_language,87,seller,3,87.0
llm_free_language,87,buyer,4,86.5
llm_free_language,88,buyer,0,70.0
llm_free_language,88,seller,1,90.0
llm_free_language,88,buyer,2,85.0
llm_free_language,88,seller,3,87.0
llm_free_language,88,buyer,4,86.5
llm_free_language,88,seller,5,87.0
llm_free_language,88,buyer,6,86.75
llm_free_language,88,seller,7,87.0
llm_free_language,88,buyer,8,86.9
llm_free_language,88,seller,9,87.0
llm_free_language,89,buyer,0,80.0
llm_free_language,89,seller,1,90.0
llm_free_language,89,buyer,2,85.0
llm_free_language,89,seller,3,90.0
llm_free_language,89,buyer,4,88.75
llm_free_language,90,buyer,0,70.0
llm_free_language,90,seller,1,90.0
llm_free_language,90,buyer,2,85.0
llm_free_language,90,seller,3,87.5
llm_free_language,90,buyer,4,86.25
llm_free_language,91,buyer,0,70.0
llm_free_language,91,seller,1,90.0
llm_free_language,91,buyer,2,85.0
llm_free_language,91,seller,3,87.5
llm_free_language,91,buyer,4,86.5
llm_free_language,92,buyer,0,70.0
llm_free_language,92,seller,1,90.0
llm_free_language,92,buyer,2,85.0
llm_free_language,92,seller,3,87.5
llm_free_language,93,buyer,0,70.0
llm_free_language,93,seller,1,90.0
llm_free_language,93,buyer,2,85.0
llm_free_language,93,seller,3,87.5
llm_free_language,93,buyer,4,86.5
llm_free_language,94,buyer,0,70.0
llm_free_language,94,seller,1,90.0
llm_free_language,94,buyer,2,85.0
llm_free_language,94,seller,3,90.0
llm_free_language,94,buyer,4,88.75
llm_free_language,95,buyer,0,70.0
llm_free_language,95,seller,1,90.0
llm_free_language,95,buyer,2,85.0
llm_free_language,95,seller,3,82.5
llm_free_language,96,buyer,0,75.0
llm_free_language,96,seller,1,90.0
llm_free_language,96,buyer,2,85.0
llm_free_language,96,seller,3,87.5
llm_free_language,97,buyer,0,70.0
llm_free_language,97,seller,1,90.0
llm_free_language,97,buyer,2,85.0
llm_free_language,98,buyer,0,80.0
llm_free_language,98,seller,1,90.0
llm_free_language,98,buyer,2,85.0
llm_free_language,98,seller,3,92.0
llm_free_language,98,buyer,4,91.0
llm_free_language,98,seller,5,91.5
llm_free_language,98,buyer,6,91.25
llm_free_language,99,buyer,0,80.0
llm_free_language,99,seller,1,90.0
llm_free_language,99,buyer,2,85.0
llm_free_language,99,seller,3,87.5
llm_free_language,99,buyer,4,86.25
llm_free_language,99,seller,5,86.5
llm_free_language,99,buyer,6,86.25
llm_free_language,100,buyer,0,70.0
llm_free_language,100,seller,1,90.0
llm_free_language,100,buyer,2,85.0
llm_free_language,100,seller,3,87.5
llm_free_language,100,buyer,4,86.25
llm_free_language,101,buyer,0,70.0
llm_free_language,101,seller,1,90.0
llm_free_language,101,buyer,2,85.0
llm_free_language,101,seller,3,87.5
llm_free_language,101,buyer,4,86.5
llm_free_language,102,buyer,0,70.0
llm_free_language,102,seller,1,90.0
llm_free_language,102,buyer,2,85.0
llm_free_language,102,seller,3,87.0
llm_free_language,102,buyer,4,86.5
llm_free_language,102,seller,5,87.0
llm_free_language,102,buyer,6,86.75
llm_free_language,102,seller,7,87.0
llm_free_language,102,buyer,8,86.75
llm_free_language,103,buyer,0,80.0
llm_free_language,103,seller,1,90.0
llm_free_language,103,buyer,2,85.0
llm_free_language,103,seller,3,90.0
llm_free_language,103,buyer,4,87.5
llm_free_language,104,buyer,0,70.0
llm_free_language,104,seller,1,90.0
llm_free_language,104,buyer,2,85.0
llm_free_language,104,seller,3,87.5
llm_free_language,104,buyer,4,87.5
llm_free_language,105,buyer,0,70.0
llm_free_language,105,seller,1,90.0
llm_free_language,105,buyer,2,85.0
llm_free_language,106,buyer,0,70.0
llm_free_language,106,seller,1,90.0
llm_free_language,106,buyer,2,85.0
llm_free_language,106,seller,3,87.5
llm_free_language,106,buyer,4,86.25
llm_free_language,106,seller,5,86.75
llm_free_language,106,buyer,6,86.5
llm_free_language,107,buyer,0,70.0
llm_free_language,107,seller,1,90.0
llm_free_language,107,buyer,2,85.0
llm_free_language,107,seller,3,87.5
llm_free_language,107,buyer,4,86.25
llm_free_language,108,buyer,0,70.0
llm_free_language,108,seller,1,90.0
llm_free_language,108,buyer,2,85.0
llm_free_language,108,seller,3,87.0
llm_free_language,108,buyer,4,86.5
llm_free_language,108,seller,5,87.0
llm_free_language,108,buyer,6,86.75
llm_free_language,108,seller,7,87.0
llm_free_language,108,buyer,8,86.75
llm_free_language,109,buyer,0,70.0
llm_free_language,109,seller,1,90.0
llm_free_language,109,buyer,2,85.0
llm_free_language,109,seller,3,87.5
llm_free_language,109,buyer,4,86.25
llm_free_language,109,seller,5,86.5
llm_free_language,109,buyer,6,86.25
llm_free_language,110,buyer,0,80.0
llm_free_language,110,seller,1,90.0
llm_free_language,110,buyer,2,85.0
llm_free_language,110,seller,3,87.0
llm_free_language,110,buyer,4,86.5
llm_free_language,111,buyer,0,70.0
llm_free_language,111,seller,1,90.0
llm_free_language,111,buyer,2,85.0
llm_free_language,111,seller,3,87.5
llm_free_language,111,buyer,4,86.5
llm_free_language,112,buyer,0,70.0
llm_free_language,112,seller,1,90.0
llm_free_language,112,buyer,2,88.0
llm_free_language,112,seller,3,89.0
llm_free_language,113,buyer,0,80.0
llm_free_language,113,seller,1,90.0
llm_free_language,113,buyer,2,85.0
llm_free_language,114,buyer,0,70.0
llm_free_language,114,seller,1,90.0
llm_free_language,114,buyer,2,85.0
llm_free_language,114,seller,3,82.0
llm_free_language,114,buyer,4,80.0
llm_free_language,115,buyer,0,70.0
llm_free_language,115,seller,1,90.0
llm_free_language,115,buyer,2,85.0
llm_free_language,115,seller,3,87.5
llm_free_language,115,buyer,4,86.25
llm_free_language,116,buyer,0,70.0
llm_free_language,116,seller,1,90.0
llm_free_language,116,buyer,2,85.0
llm_free_language,116,seller,3,87.0
llm_free_language,116,buyer,4,86.5
llm_free_language,117,buyer,0,70.0
llm_free_language,117,seller,1,90.0
llm_free_language,117,buyer,2,85.0
llm_free_language,118,buyer,0,80.0
llm_free_language,118,seller,1,90.0
llm_free_language,118,buyer,2,85.0
llm_free_language,118,seller,3,90.0
llm_free_language,118,buyer,4,88.75
llm_free_language,118,seller,5,90.0
llm_free_language,118,buyer,6,89.5
llm_free_language,118,seller,7,90.0
llm_free_language,118,buyer,8,89.75
llm_free_language,119,buyer,0,70.0
llm_free_language,119,seller,1,90.0
llm_free_language,119,buyer,2,85.0
llm_free_language,119,seller,3,82.0
llm_free_language,119,buyer,4,80.0
llm_free_language,120,buyer,0,70.0
llm_free_language,120,seller,1,90.0
llm_free_language,120,buyer,2,85.0
llm_free_language,120,seller,3,87.0
llm_free_language,120,buyer,4,86.5
llm_free_language,121,buyer,0,70.0
llm_free_language,121,seller,1,90.0
llm_free_language,121,buyer,2,85.0
llm_free_language,122,buyer,0,70.0
llm_free_language,122,seller,1,90.0
llm_free_language,122,buyer,2,85.0
llm_free_language,122,seller,3,87.0
llm_free_language,122,buyer,4,86.5
llm_free_language,122,seller,5,87.0
llm_free_language,122,buyer,6,86.75
llm_free_language,122,seller,7,87.0
llm_free_language,122,buyer,8,86.75
llm_free_language,123,buyer,0,75.0
llm_free_language,123,seller,1,90.0
llm_free_language,123,buyer,2,88.0
llm_free_language,123,seller,3,92.0
llm_free_language,123,buyer,4,91.0
llm_free_language,123,seller,5,91.5
llm_free_language,123,buyer,6,91.25
llm_free_language,123,seller,7,91.5
llm_free_language,123,buyer,8,91.25
llm_free_language,124,buyer,0,70.0
llm_free_language,124,seller,1,90.0
llm_free_language,124,buyer,2,85.0
llm_free_language,124,seller,3,87.5
llm_free_language,124,buyer,4,86.25
llm_free_language,124,seller,5,86.75
llm_free_language,124,buyer,6,86.5
llm_free_language,125,buyer,0,70.0
llm_free_language,125,seller,1,90.0
llm_free_language,125,buyer,2,85.0
llm_free_language,126,buyer,0,70.0
llm_free_language,126,seller,1,90.0
llm_free_language,126,buyer,2,85.0
llm_free_language,127,buyer,0,80.0
llm_free_language,127,seller,1,90.0
llm_free_language,127,buyer,2,88.75
llm_free_language,128,buyer,0,80.0
llm_free_language,128,seller,1,90.0
llm_free_language,128,buyer,2,85.0
llm_free_language,128,seller,3,90.0
llm_free_language,128,buyer,4,88.75
llm_free_language,128,seller,5,90.0
llm_free_language,128,buyer,6,89.5
llm_free_language,128,seller,7,90.0
llm_free_language,128,buyer,8,89.75
llm_free_language,129,buyer,0,70.0
llm_free_language,129,seller,1,90.0
llm_free_language,129,buyer,2,85.0
llm_free_language,130,buyer,0,70.0
llm_free_language,130,seller,1,90.0
llm_free_language,130,buyer,2,85.0
llm_free_language,130,seller,3,87.5
llm_free_language,130,buyer,4,86.25
llm_free_language,131,buyer,0,70.0
llm_free_language,131,seller,1,90.0
llm_free_language,131,buyer,2,85.0
llm_free_language,131,seller,3,87.5
llm_free_language,131,buyer,4,85.0
llm_free_language,132,buyer,0,70.0
llm_free_language,132,seller,1,90.0
llm_free_language,132,buyer,2,85.0
llm_free_language,132,seller,3,87.5
llm_free_language,133,buyer,0,70.0
llm_free_language,133,seller,1,90.0
llm_free_language,133,buyer,2,85.0
llm_free_language,133,seller,3,87.5
llm_free_language,133,buyer,4,86.5
llm_free_language,133,seller,5,86.75
llm_free_language,134,buyer,0,70.0
llm_free_language,134,seller,1,90.0
llm_free_language,134,buyer,2,85.0
llm_free_language,135,buyer,0,75.0
llm_free_language,135,seller,1,90.0
llm_free_language,135,buyer,2,85.0
llm_free_language,135,seller,3,87.0
llm_free_language,135,buyer,4,86.5
llm_free_language,136,buyer,0,70.0
llm_free_language,136,seller,1,90.0
llm_free_language,136,buyer,2,85.0
llm_free_language,136,seller,3,87.0
llm_free_language,136,buyer,4,86.5
llm_free_language,137,buyer,0,70.0
llm_free_language,137,seller,1,90.0
llm_free_language,137,buyer,2,85.0
llm_free_language,137,seller,3,87.5
llm_free_language,137,buyer,4,85.0
llm_free_language,138,buyer,0,70.0
llm_free_language,138,seller,1,90.0
llm_free_language,138,buyer,2,85.0
llm_free_language,138,seller,3,87.5
llm_free_language,138,buyer,4,86.25
llm_free_language,138,seller,5,86.75
llm_free_language,138,buyer,6,86.5
llm_free_language,138,seller,7,86.75
llm_free_language,139,buyer,0,70.0
llm_free_language,139,seller,1,90.0
llm_free_language,139,buyer,2,85.0
llm_free_language,139,seller,3,82.0
llm_free_language,140,buyer,0,80.0
llm_free_language,140,seller,1,90.0
llm_free_language,140,buyer,2,85.0
llm_free_language,141,buyer,0,70.0
llm_free_language,141,seller,1,90.0
llm_free_language,141,buyer,2,85.0
llm_free_language,141,seller,3,87.0
llm_free_language,141,buyer,4,86.5
llm_free_language,141,seller,5,86.75
llm_free_language,141,buyer,6,86.5
llm_free_language,142,buyer,0,70.0
